OwnSite,Product,Own Price,Competitor,CompetitorProduct,Competitor Price,Period,CompetitorDate
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-19
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-19
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-19
The site,Cred-R,2.699,The competitor1,1Regular,2.679,2021-04,2021-04-20
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-20
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-20
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-20
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-20
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-20
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-20
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-20
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-20
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-20
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-20
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-20
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-20
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-20
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-21
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-21
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-21
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-21
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-21
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-21
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-21
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-21
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-21
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-21
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-21
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-21
The site,Pm,3.299,The competitor1,3Premium,2.899,2021-04,2021-04-21
The site,Pm,3.299,The competitor1,3Premium,2.899,2021-04,2021-04-21
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-21
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-21
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-21
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-22
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-22
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-22
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-22
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-22
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-22
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-22
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-22
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-22
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-22
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-22
The site,Pm,3.299,The competitor2,3Premium,3.379,2021-04,2021-04-22
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-22
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-22
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-23
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-23
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-23
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-23
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-23
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-23
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-23
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-04,2021-04-23
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-23
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-23
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-24
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-24
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-24
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-24
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-24
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-04,2021-04-24
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-24
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-24
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-25
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-25
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-25
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-25
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-25
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-25
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-25
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-25
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-25
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-25
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-04,2021-04-25
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-04,2021-04-25
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-25
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-25
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-25
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-25
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-25
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-26
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-26
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-26
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-26
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-26
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-26
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-26
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-26
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-26
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-26
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-26
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-26
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-26
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-04,2021-04-26
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-26
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-26
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-26
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-26
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-26
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-27
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-27
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-27
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-27
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-27
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-27
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-27
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-27
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-27
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-27
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-27
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-27
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-27
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-27
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-27
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-27
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-27
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-28
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-28
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-28
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-28
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-28
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-28
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-28
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-28
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-28
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-28
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-28
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-28
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-28
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-28
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-28
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-28
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-28
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-29
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-29
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-29
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-29
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-29
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-29
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-29
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-29
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-29
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-04,2021-04-29
The site,Pm,3.299,The competitor2,3Premium,3.379,2021-04,2021-04-29
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-29
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-29
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-04,2021-04-30
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-30
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-30
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-30
The site,Cred-R,2.699,The site,1Regular,2.699,2021-04,2021-04-30
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-30
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-30
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-30
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-04,2021-04-30
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-04,2021-04-30
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-30
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-30
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-04,2021-04-30
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-04,2021-04-30
The site,Pm,3.299,The site,3Premium,3.299,2021-04,2021-04-30
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-30
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-30
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-04,2021-04-30
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-05,2021-05-01
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-01
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-01
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-01
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-01
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-01
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-01
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-01
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-01
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-05,2021-05-01
The site,Pm,3.299,The site,3Premium,3.299,2021-05,2021-05-01
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-01
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-01
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-01
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-05,2021-05-02
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-05,2021-05-02
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-02
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-02
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-02
The site,Cred-R,2.699,The competitor2,1Regular,3.399,2021-05,2021-05-02
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-05,2021-05-02
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-02
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-02
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-05,2021-05-02
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-05,2021-05-02
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-05,2021-05-02
The site,Pm,3.299,The site,3Premium,3.299,2021-05,2021-05-02
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-02
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-02
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-03
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-03
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-03
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-03
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-03
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-03
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-05,2021-05-03
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-05,2021-05-03
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-03
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-03
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-03
The site,Pm,3.299,The site,3Premium,3.299,2021-05,2021-05-03
The site,Pm,3.299,The site,3Premium,3.299,2021-05,2021-05-03
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-03
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-03
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-03
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-05,2021-05-04
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-05,2021-05-04
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-04
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-04
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-04
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-04
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-05,2021-05-04
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-05,2021-05-04
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-04
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-04
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-05,2021-05-04
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-05,2021-05-04
The site,Pm,3.299,The site,3Premium,3.299,2021-05,2021-05-04
The site,Pm,3.299,The site,3Premium,3.299,2021-05,2021-05-04
The site,Pm,3.299,The competitor2,3Premium,3.379,2021-05,2021-05-04
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-04
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-05,2021-05-04
The site,Cred-R,2.699,The competitor1,1Regular,2.659,2021-05,2021-05-04
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-04
The site,Cred-R,2.699,The site,1Regular,2.699,2021-05,2021-05-04
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-04
The site,Cred-R,2.699,The competitor2,1Regular,2.699,2021-05,2021-05-04
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-05,2021-05-04
The site,Md,3.199,The site,2Mid-Grade,3.199,2021-05,2021-05-04
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-04
The site,Md,3.199,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-04
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-05,2021-05-04
The site,Pm,3.299,The competitor1,3Premium,2.999,2021-05,2021-05-04
The site,Pm,3.299,The site,3Premium,3.299,2021-05,2021-05-04
The site,Pm,3.299,The site,3Premium,3.299,2021-05,2021-05-04
The site,Pm,3.299,The competitor2,3Premium,3.379,2021-05,2021-05-04
The site,Pm,3.299,The competitor2,3Premium,3.399,2021-05,2021-05-04
The site,Cred-R,2.779,The competitor1,1Regular,2.659,2021-05,2021-05-05
The site,Cred-R,2.779,The competitor1,1Regular,2.659,2021-05,2021-05-05
The site,Cred-R,2.779,The competitor1,1Regular,2.659,2021-05,2021-05-05
The site,Cred-R,2.779,The site,1Regular,2.699,2021-05,2021-05-05
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-05
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-05
The site,Cred-R,2.779,The competitor2,1Regular,2.699,2021-05,2021-05-05
The site,Cred-R,2.779,The competitor2,1Regular,2.699,2021-05,2021-05-05
The site,Cred-R,2.779,The competitor2,1Regular,2.699,2021-05,2021-05-05
The site,Md,3.279,The site,2Mid-Grade,3.199,2021-05,2021-05-05
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-05
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-05
The site,Md,3.279,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-05
The site,Md,3.279,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-05
The site,Md,3.279,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-05
The site,Pm,3.379,The competitor1,3Premium,2.999,2021-05,2021-05-05
The site,Pm,3.379,The competitor1,3Premium,2.999,2021-05,2021-05-05
The site,Pm,3.379,The competitor1,3Premium,2.999,2021-05,2021-05-05
The site,Pm,3.379,The site,3Premium,3.299,2021-05,2021-05-05
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-05
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-05
The site,Pm,3.379,The competitor2,3Premium,3.399,2021-05,2021-05-05
The site,Pm,3.379,The competitor2,3Premium,3.399,2021-05,2021-05-05
The site,Pm,3.379,The competitor2,3Premium,3.399,2021-05,2021-05-05
The site,Cred-R,2.779,The competitor1,1Regular,2.699,2021-05,2021-05-06
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-06
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-06
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-06
The site,Cred-R,2.779,The competitor2,1Regular,2.699,2021-05,2021-05-06
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-06
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-06
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-06
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-06
The site,Md,3.279,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-06
The site,Md,3.279,The competitor2,2Mid-Grade,3.099,2021-05,2021-05-06
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-06
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-06
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-06
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-06
The site,Pm,3.379,The competitor2,3Premium,3.379,2021-05,2021-05-06
The site,Pm,3.379,The competitor2,3Premium,3.399,2021-05,2021-05-06
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-06
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-06
The site,Cred-R,2.779,The competitor1,1Regular,2.699,2021-05,2021-05-07
The site,Cred-R,2.779,The competitor1,1Regular,2.699,2021-05,2021-05-07
The site,Cred-R,2.779,The competitor1,1Regular,2.699,2021-05,2021-05-07
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-07
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-07
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-07
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-07
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-07
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-07
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-07
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-07
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-07
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-07
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-07
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-07
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-07
The site,Pm,3.379,The competitor1,3Premium,2.999,2021-05,2021-05-07
The site,Pm,3.379,The competitor1,3Premium,2.999,2021-05,2021-05-07
The site,Pm,3.379,The competitor1,3Premium,2.999,2021-05,2021-05-07
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-07
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-07
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-07
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-07
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-07
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-07
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-08
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-08
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-08
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-08
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-08
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-08
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-08
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-08
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-08
The site,Cred-R,2.779,The competitor1,1Regular,2.699,2021-05,2021-05-09
The site,Cred-R,2.779,The competitor1,1Regular,2.719,2021-05,2021-05-09
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-09
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-09
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-09
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-09
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-09
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-09
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-09
The site,Pm,3.379,The competitor1,3Premium,2.999,2021-05,2021-05-09
The site,Pm,3.379,The competitor1,3Premium,2.999,2021-05,2021-05-09
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-09
The site,Pm,3.379,The competitor2,3Premium,3.459,2021-05,2021-05-09
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-09
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-09
The site,Cred-R,2.779,The competitor1,1Regular,2.739,2021-05,2021-05-10
The site,Cred-R,2.779,The competitor1,1Regular,2.739,2021-05,2021-05-10
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-10
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-10
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-10
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-10
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-10
The site,Cred-R,2.779,The competitor2,1Regular,2.779,2021-05,2021-05-10
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-10
The site,Md,3.279,The site,2Mid-Grade,3.279,2021-05,2021-05-10
The site,Md,3.279,The site,2Mid-Grade,3.299,2021-05,2021-05-10
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-10
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-10
The site,Md,3.279,The competitor2,2Mid-Grade,3.179,2021-05,2021-05-10
The site,Md,3.279,The competitor2,2Mid-Grade,3.259,2021-05,2021-05-10
The site,Pm,3.379,The competitor1,3Premium,3.019,2021-05,2021-05-10
The site,Pm,3.379,The competitor1,3Premium,3.019,2021-05,2021-05-10
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-10
The site,Pm,3.379,The site,3Premium,3.379,2021-05,2021-05-10
The site,Pm,3.379,The site,3Premium,3.399,2021-05,2021-05-10
The site,Pm,3.379,The competitor2,3Premium,3.459,2021-05,2021-05-10
The site,Pm,3.379,The competitor2,3Premium,3.479,2021-05,2021-05-10
The site,Pm,3.379,The competitor2,3Premium,3.559,2021-05,2021-05-10
The site,Cred-R,2.779,The competitor1,1Regular,2.739,2021-05,2021-05-10
The site,Cred-R,2.779,The competitor1,1Regular,2.739,2021-05,2021-05-10
The site,Cred-R,2.779,The site,1Regular,2.779,2021-05,2021-05-10
